param:  TS:        Ptotal     Qtotal:=
		1620	818	70
		1621	812	71
		1622	813	67
		1623	813	69
		1624	812	69
		1625	813	67
		1626	805	71
		1627	804	69
		1628	807	68
		1629	802	68
		1630	811	69
		1631	807	68
		1632	801	69
		1633	799	66
		1634	802	66
		1635	799	70
		1636	795	69
		1637	801	68
		1638	943	79
		1639	931	73
		1640	931	72
		1641	1004	69
		1642	919	71
		1643	923	72
		1644	921	70
		1645	918	70
		1646	926	70
		1647	805	66
		1648	799	67
		1649	798	70
		1650	803	67
		1651	97	85
		1652	86	87
		1653	75	35
		1654	75	33
		1655	75	37
		1656	74	37
		1657	77	36
		1658	75	35
		1659	75	38
		1660	75	36
		1661	75	39
		1662	76	37
		1663	75	38
		1664	75	37
		1665	75	37
		1666	74	37
		1667	75	39
		1668	77	38
		1669	74	34
		1670	76	36
		1671	76	38
		1672	76	36
		1673	75	35
		1674	85	39
		1675	85	37
		1676	81	36
		1677	92	86
		1678	238	97
		1679	215	44
		1680	211	42
		1681	209	40
		1682	207	39
		1683	207	41
		1684	207	42
		1685	207	41
		1686	206	40
		1687	205	38
		1688	207	43
		1689	215	92
		1690	217	90
		1691	204	40
		1692	202	39
		1693	203	36
		1694	80	33
		1695	83	33
		1696	81	37
		1697	82	33
		1698	80	33
		1699	82	36
		1700	80	35
		1701	81	32
		1702	81	36
		1703	224	45
		1704	285	59
		1705	389	55
		1706	383	59
		1707	392	59
		1708	400	57
		1709	401	56
		1710	408	54
		1711	422	54
		1712	390	56
		1713	395	54
		1714	257	55
		1715	274	53
		1716	279	54
		1717	339	53
		1718	1910	308
		1719	1899	328
		1720	1926	344
		1721	1975	347
		1722	2011	352
		1723	1999	354
		1724	1974	354
		1725	2079	355
		1726	1997	360
		1727	2020	360
		1728	2006	362
		1729	2010	365
		1730	2017	364
		1731	2026	365
		1732	2010	368
		1733	2056	365
		1734	2063	368
		1735	2051	371
		1736	2035	367
		1737	2065	368
		1738	2059	371
		1739	424	57
		1740	236	48
		1741	237	48
		1742	306	47
		1743	372	44
		1744	258	48
		1745	399	45
		1746	436	55
		1747	397	50
		1748	436	51
		1749	390	50
		1750	368	51
		1751	412	50
		1752	366	49
		1753	478	46
		1754	416	49
		1755	309	47
		1756	300	58
		1757	366	55
		1758	288	57
		1759	270	58
		1760	283	59
		1761	272	59
		1762	277	58
		1763	281	60
		1764	285	58
		1765	278	60
		1766	267	58
		1767	260	59
		1768	334	56
		1769	289	58
		1770	280	59
		1771	269	60
		1772	268	57
		1773	276	57
		1774	266	57
		1775	261	59
		1776	281	58
		1777	270	59
		1778	418	56
		1779	269	60
		1780	286	58
		1781	268	59
		1782	284	57
		1783	411	62
		1784	404	63
		1785	400	60
		1786	400	60
		1787	393	56
		1788	426	59
		1789	402	56
		1790	424	59
		1791	558	56
		1792	298	56
		1793	282	58
		1794	269	55
		1795	271	58
		1796	271	58
		1797	264	57
		1798	260	54
